AREA,N_Observacoes,Sedimentacao_Total_cm,Sedimentacao_Media_Mensal_cm,Precipitacao_Media_mm,EI30_Medio,Corr_Precip_Sed,Corr_EI30_Sed,R2_Precip,R2_EI30
SUP,24,0.5353333333333333,0.022319444444444444,106.99166666666667,235.43870964038027,0.2689327583478663,0.1701475085414905,0.0723248285125917,0.028950174662876416
